Food code,Main food description,WWEIA Category number,WWEIA Category description,Seq num,Portion description,Portion weight (g)
53120272,"Cake or cupcake, white with white icing, from mix",5502,Cakes and pies,7,1 cup,100.0
53120272,"Cake or cupcake, white with white icing, from mix",5502,Cakes and pies,8,1 cubic inch,6.8
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,1,1 miniature/bite size,30.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,2,1 regular cupcake,90.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,3,"1 regular or small piece/slice, 1 layer cake",115.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,4,"1 regular or small piece/slice, 2+ layer cake",175.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,5,"1 large piece/slice, 1 layer cake",170.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,6,"1 large piece/slice, 2+ layer cake",260.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,7,1 cup,100.0
53121270,"Cake or cupcake, white with chocolate icing, bakery",5502,Cakes and pies,8,1 cubic inch,6.8
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,1,1 miniature/bite size,25.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,2,1 regular cupcake,75.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,3,"1 regular or small piece/slice, 1 layer cake",100.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,4,"1 regular or small piece/slice, 2+ layer cake",150.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,5,"1 large piece/slice, 1 layer cake",150.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,6,"1 large piece/slice, 2+ layer cake",225.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,7,1 cup,100.0
53121272,"Cake or cupcake, white with chocolate icing, from mix",5502,Cakes and pies,8,1 cubic inch,6.8
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,1,1 miniature/bite size,15.0
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,2,1 regular cupcake,50.0
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,3,1 regular or small piece/slice,65.0
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,4,1 large piece/slice,100.0
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,5,1 cup,75.0
53121275,"Cake or cupcake, white, no icing",5502,Cakes and pies,6,1 cubic inch,5.0
53123070,"Cake, strawberry shortcake",5502,Cakes and pies,1,"1 piece/slice, any size",175.0
53123070,"Cake, strawberry shortcake",5502,Cakes and pies,2,1 cup,150.0
53124110,"Cake or cupcake, zucchini",5502,Cakes and pies,1,"1 cupcake, any size",90.0
53124110,"Cake or cupcake, zucchini",5502,Cakes and pies,2,"1 piece/slice, any size",200.0
53124110,"Cake or cupcake, zucchini",5502,Cakes and pies,3,1 cup,120.0
53200100,"Cookie, batter or dough, raw",5504,Cookies and brownies,1,1 cup,250.0
53201000,"Cookie, NFS",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53201000,"Cookie, NFS",5504,Cookies and brownies,2,1 small,20.0
53201000,"Cookie, NFS",5504,Cookies and brownies,3,1 medium,30.0
53201000,"Cookie, NFS",5504,Cookies and brownies,4,1 large,45.0
53202000,"Cookie, almond",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53202000,"Cookie, almond",5504,Cookies and brownies,2,1 small,20.0
53202000,"Cookie, almond",5504,Cookies and brownies,3,1 medium,30.0
53202000,"Cookie, almond",5504,Cookies and brownies,4,1 large,45.0
53203000,"Cookie, applesauce",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53203000,"Cookie, applesauce",5504,Cookies and brownies,2,1 small,20.0
53203000,"Cookie, applesauce",5504,Cookies and brownies,3,1 medium,30.0
53203000,"Cookie, applesauce",5504,Cookies and brownies,4,1 large,45.0
53203500,"Cookie, biscotti",5504,Cookies and brownies,1,1 cookie,32.0
53204000,"Cookie, brownie, NS as to icing",5504,Cookies and brownies,4,1 small or bite size,30.0
53204000,"Cookie, brownie, NS as to icing",5504,Cookies and brownies,5,1 medium,50.0
53204000,"Cookie, brownie, NS as to icing",5504,Cookies and brownies,6,1 large,90.0
53204010,"Cookie, brownie, without icing",5504,Cookies and brownies,8,1 small or bite size,30.0
53204010,"Cookie, brownie, without icing",5504,Cookies and brownies,9,1 medium,50.0
53204010,"Cookie, brownie, without icing",5504,Cookies and brownies,10,1 large,90.0
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies,1,1 small,40.0
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies,2,1 medium,65.0
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies,3,1 large,110.0
53204100,"Cookie, brownie, with icing or filling",5504,Cookies and brownies,4,1 Little Debbie package (twin wrapped),61.0
53204840,"Cookie, brownie, reduced fat, NS as to icing",5504,Cookies and brownies,5,1 small,30.0
53204840,"Cookie, brownie, reduced fat, NS as to icing",5504,Cookies and brownies,6,1 medium,50.0
53204840,"Cookie, brownie, reduced fat, NS as to icing",5504,Cookies and brownies,7,1 large,90.0
53205250,"Cookie, butterscotch, brownie",5504,Cookies and brownies,4,1 small,30.0
53205250,"Cookie, butterscotch, brownie",5504,Cookies and brownies,5,1 medium,50.0
53205250,"Cookie, butterscotch, brownie",5504,Cookies and brownies,6,1 large,90.0
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies,1,1 bar,30.0
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies,2,1 small or bite size,30.0
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies,3,1 medium,50.0
53205260,"Cookie, bar, with chocolate",5504,Cookies and brownies,4,1 large,90.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,1,1 mini or bite size cookie,5.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,2,1 small cookie,20.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,3,1 medium cookie,30.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,4,1 large cookie,45.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,5,1 small bar,25.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,6,1 medium bar,38.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,7,1 large bar,56.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,8,1 Nabisco Chips Ahoy!,10.5
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,9,1 Keebler Rainbow Chips Deluxe,16.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,10,1 Pepperidge Farm Chocolate Chunk Cookie,26.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,11,1 McDonald's cookie,33.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,12,1 Subway cookie,45.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,13,1 single serving package,46.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,14,1 100 calorie package,22.0
53206000,"Cookie, chocolate chip",5504,Cookies and brownies,15,"1 cup, bite size",81.0
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,2,1 small,20.0
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,3,1 medium,30.0
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,4,1 large,45.0
53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5504,Cookies and brownies,5,1 extra large,100.0
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,2,1 small,20.0
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,3,1 medium,30.0
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,4,1 large,45.0
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,5,1 Nabisco Chips Ahoy!,10.7
53206030,"Cookie, chocolate chip, reduced fat",5504,Cookies and brownies,6,1 100 calorie package,22.0
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies,2,1 sandwich,14.0
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies,3,1 large sandwich,36.0
53206100,"Cookie, chocolate chip sandwich",5504,Cookies and brownies,4,1 Little Debbie cookie,34.0
53206500,"Cookie, chocolate, made with rice cereal",5504,Cookies and brownies,1,"1 bar (2"" square, 1-1/8"" high)",30.0
53206500,"Cookie, chocolate, made with rice cereal",5504,Cookies and brownies,3,1 Little Debbie cookie,31.0
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies,2,1 small,20.0
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies,3,1 medium,30.0
53206550,"Cookie, chocolate, made with oatmeal and coconut, no bake",5504,Cookies and brownies,4,1 large,45.0
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies,2,1 small,20.0
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies,3,1 medium,30.0
53207000,"Cookie, chocolate or fudge",5504,Cookies and brownies,4,1 large,45.0
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies,2,1 small,20.0
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies,3,1 medium,30.0
53207020,"Cookie, chocolate or fudge, reduced fat",5504,Cookies and brownies,4,1 large,45.0
53207050,"Cookie, chocolate, with chocolate filling or coating, fat free",5504,Cookies and brownies,1,1 Snackwell's cookie,16.0
53208000,"Cookie, marshmallow, chocolate-covered",5504,Cookies and brownies,2,1 Fudge Marshmallow,28.0
53208000,"Cookie, marshmallow, chocolate-covered",5504,Cookies and brownies,4,1 cookie,30.0
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies,1,1 scooter pie,34.0
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies,2,1 whoopie pie,57.0
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies,4,1 Little Debbie,39.0
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies,5,1 moon pie,78.0
53208200,"Cookie, marshmallow pie, chocolate covered",5504,Cookies and brownies,6,"1 pie, NFS",78.0
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,1,1 miniature/bite size,7.0
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,2,1 small,28.0
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,3,1 medium,42.0
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,4,1 large,63.0
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,5,1 Girl Scout cookie,7.9
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,6,1 100 calorie package,21.0
53209005,"Cookie, chocolate, with icing or coating",5504,Cookies and brownies,9,1 Grasshopper (Keebler),7.0
53209010,"Cookie, sugar wafer, chocolate-covered",5504,Cookies and brownies,1,1 wafer,15.0
53209010,"Cookie, sugar wafer, chocolate-covered",5504,Cookies and brownies,2,1 Little Debbie Fudge Crispy Bar,15.0
53209010,"Cookie, sugar wafer, chocolate-covered",5504,Cookies and brownies,3,1 Little Debbie Cookie Bar,33.0
53209010,"Cookie, sugar wafer, chocolate-covered",5504,Cookies and brownies,5,1 fudge stick,10.0
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,2,1 Oreo mini sandwich,3.0
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,3,1 Oreo sandwich,11.0
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,4,1 Oreo thin,7.0
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,5,1 sandwich,14.0
53209015,"Cookie, chocolate sandwich",5504,Cookies and brownies,6,1 large sandwich,36.0
53209020,"Cookie, chocolate sandwich, reduced fat",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53209020,"Cookie, chocolate sandwich, reduced fat",5504,Cookies and brownies,2,1 cookie,14.0
53209020,"Cookie, chocolate sandwich, reduced fat",5504,Cookies and brownies,3,1 Oreo sandwich,10.7
53209020,"Cookie, chocolate sandwich, reduced fat",5504,Cookies and brownies,4,1 large sandwich,36.0
53209100,"Cookie, chocolate, sandwich, with extra filling",5504,Cookies and brownies,3,1 sandwich (include Double Stuff Oreo),15.0
53209100,"Cookie, chocolate, sandwich, with extra filling",5504,Cookies and brownies,4,"1 sandwich, chocolate covered (include Fudge Covered Oreos)",19.0
53209100,"Cookie, chocolate, sandwich, with extra filling",5504,Cookies and brownies,5,1 large sandwich,36.0
53209500,"Cookie, chocolate and vanilla sandwich",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53209500,"Cookie, chocolate and vanilla sandwich",5504,Cookies and brownies,2,1 sandwich,14.0
53209500,"Cookie, chocolate and vanilla sandwich",5504,Cookies and brownies,3,1 large sandwich,36.0
53210000,"Cookie, chocolate wafer",5504,Cookies and brownies,1,1 small or thin (include Famous Brand Chocolate Wafers),5.0
53210000,"Cookie, chocolate wafer",5504,Cookies and brownies,2,1 medium,10.0
53210000,"Cookie, chocolate wafer",5504,Cookies and brownies,3,1 100 calorie package,23.0
53210900,"Cookie, graham cracker with chocolate and marshmallow",5504,Cookies and brownies,1,1 Suddenly S'mores cookie,19.0
53210900,"Cookie, graham cracker with chocolate and marshmallow",5504,Cookies and brownies,2,1 medium S'mores cookie,42.0
53210900,"Cookie, graham cracker with chocolate and marshmallow",5504,Cookies and brownies,3,1 large S'mores cookie,84.0
53210900,"Cookie, graham cracker with chocolate and marshmallow",5504,Cookies and brownies,5,1 bar,22.0
53211000,"Cookie bar, with chocolate, nuts, and graham crackers",5504,Cookies and brownies,3,1 small bar,25.0
53211000,"Cookie bar, with chocolate, nuts, and graham crackers",5504,Cookies and brownies,4,1 medium bar,38.0
53211000,"Cookie bar, with chocolate, nuts, and graham crackers",5504,Cookies and brownies,5,1 large bar,56.0
53215500,"Cookie, coconut",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53215500,"Cookie, coconut",5504,Cookies and brownies,2,1 small,20.0
53215500,"Cookie, coconut",5504,Cookies and brownies,3,1 medium,30.0
53215500,"Cookie, coconut",5504,Cookies and brownies,4,1 large,45.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,1,1 small bar,25.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,2,1 medium bar,38.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,3,1 large bar,56.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,4,"1 individual package (contains 2 3-1/4"" long bars)",61.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,5,1 Little Debbie Delight,37.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,6,1 Little Debbie Apple Flips,66.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,7,1 Fruit Booster,37.0
53220000,"Cookie, fruit-filled bar",5504,Cookies and brownies,8,1 Newton bar,22.0
53220030,"Cookie, fig bar",5504,Cookies and brownies,1,1 mini fig newton,6.3
53220030,"Cookie, fig bar",5504,Cookies and brownies,2,1 Newton bar,16.0
53220030,"Cookie, fig bar",5504,Cookies and brownies,3,1 Fig bar (2 square halves),43.0
53220030,"Cookie, fig bar",5504,Cookies and brownies,4,1 bar,16.0
53220030,"Cookie, fig bar",5504,Cookies and brownies,5,"1 individual package (2 oz package containing 2 3"" bars)",57.0
53222010,"Cookie, fortune",5504,Cookies and brownies,1,1 cookie,8.0
53222020,"Cookie, cone shell, ice cream type, wafer or cake",5504,Cookies and brownies,1,1 cone,4.0
53222020,"Cookie, cone shell, ice cream type, wafer or cake",5504,Cookies and brownies,2,1 large waffle cone,29.0
53223000,"Cookie, gingersnaps",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53223000,"Cookie, gingersnaps",5504,Cookies and brownies,2,1 small,20.0
53223000,"Cookie, gingersnaps",5504,Cookies and brownies,3,1 medium,30.0
53223000,"Cookie, gingersnaps",5504,Cookies and brownies,4,1 large,45.0
53223100,"Cookie, granola",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53223100,"Cookie, granola",5504,Cookies and brownies,2,1 small,20.0
53223100,"Cookie, granola",5504,Cookies and brownies,3,1 medium,30.0
53223100,"Cookie, granola",5504,Cookies and brownies,4,1 large,45.0
53224000,"Cookie, ladyfinger",5504,Cookies and brownies,1,"1 ladyfinger (3"" x 1-1/8"" x 1"")",8.3
53224000,"Cookie, ladyfinger",5504,Cookies and brownies,2,"1 anisette sponge (4"" x 1-1/8"" x 7/8"")",13.0
53224000,"Cookie, ladyfinger",5504,Cookies and brownies,3,"1 egg jumbo (4"" x 2"")",12.8
53224000,"Cookie, ladyfinger",5504,Cookies and brownies,4,"1 breakfast treat (approx 4"" x 2"" x 7/8"")",24.0
53224000,"Cookie, ladyfinger",5504,Cookies and brownies,6,1 ladyfinger biscuit,5.2
53224250,"Cookie, lemon bar",5504,Cookies and brownies,4,1 small bar,25.0
53224250,"Cookie, lemon bar",5504,Cookies and brownies,5,1 medium bar,38.0
53224250,"Cookie, lemon bar",5504,Cookies and brownies,6,1 large bar,56.0
53225000,"Cookie, macaroon",5504,Cookies and brownies,3,1 cookie,24.0
53226000,"Cookie, marshmallow, with coconut",5504,Cookies and brownies,3,1 cookie,30.0
53226500,"Cookie, marshmallow, with rice cereal, no bake",5504,Cookies and brownies,4,1 small bar,25.0
53226500,"Cookie, marshmallow, with rice cereal, no bake",5504,Cookies and brownies,5,1 medium bar,38.0
53226500,"Cookie, marshmallow, with rice cereal, no bake",5504,Cookies and brownies,6,1 large bar,56.0
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",5504,Cookies and brownies,4,1 small bar,25.0
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",5504,Cookies and brownies,5,1 medium bar,38.0
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",5504,Cookies and brownies,6,1 large bar,56.0
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",5504,Cookies and brownies,4,1 small bar,25.0
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",5504,Cookies and brownies,5,1 medium bar,38.0
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",5504,Cookies and brownies,6,1 large bar,56.0
53228000,"Cookie, meringue",5504,Cookies and brownies,3,1 cookie,5.0
53230000,"Cookie, molasses",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53230000,"Cookie, molasses",5504,Cookies and brownies,2,1 small,20.0
53230000,"Cookie, molasses",5504,Cookies and brownies,3,1 medium,30.0
53230000,"Cookie, molasses",5504,Cookies and brownies,4,1 large,45.0
53230000,"Cookie, molasses",5504,Cookies and brownies,5,1 Little Debbie cookie,20.0
53231000,"Cookie, Lebkuchen",5504,Cookies and brownies,3,1 cookie,24.0
53231400,"Cookie, multigrain, high fiber",5504,Cookies and brownies,1,1 cookie,30.0
53233000,"Cookie, oatmeal",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53233000,"Cookie, oatmeal",5504,Cookies and brownies,2,1 small,20.0
53233000,"Cookie, oatmeal",5504,Cookies and brownies,3,1 medium,30.0
53233000,"Cookie, oatmeal",5504,Cookies and brownies,4,1 large,45.0
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies,2,1 small,20.0
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies,3,1 medium,30.0
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies,4,1 large,45.0
53233010,"Cookie, oatmeal, with raisins",5504,Cookies and brownies,5,1 Tastykake Oatmeal Raisin Bar,57.0
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",5504,Cookies and brownies,4,1 miniature/bite size,5.0
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",5504,Cookies and brownies,5,1 small,20.0
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",5504,Cookies and brownies,6,1 medium,30.0
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",5504,Cookies and brownies,7,1 large,45.0
53233050,"Cookie, oatmeal sandwich, with creme filling",5504,Cookies and brownies,4,1 sandwich,14.0
53233050,"Cookie, oatmeal sandwich, with creme filling",5504,Cookies and brownies,5,1 miniature/bite size,3.0
53233050,"Cookie, oatmeal sandwich, with creme filling",5504,Cookies and brownies,6,1 large sandwich,36.0
53233060,"Cookie, oatmeal, with chocolate chips",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53233060,"Cookie, oatmeal, with chocolate chips",5504,Cookies and brownies,2,1 small,20.0
53233060,"Cookie, oatmeal, with chocolate chips",5504,Cookies and brownies,3,1 medium,30.0
53233060,"Cookie, oatmeal, with chocolate chips",5504,Cookies and brownies,4,1 large,45.0
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",5504,Cookies and brownies,2,1 sandwich,14.0
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",5504,Cookies and brownies,3,1 large sandwich,36.0
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",5504,Cookies and brownies,4,1 Little Debbie,32.0
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",5504,Cookies and brownies,2,1 small,20.0
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",5504,Cookies and brownies,3,1 medium,30.0
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",5504,Cookies and brownies,4,1 large,45.0
53234000,"Cookie, peanut butter",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53234000,"Cookie, peanut butter",5504,Cookies and brownies,2,1 small,20.0
53234000,"Cookie, peanut butter",5504,Cookies and brownies,3,1 medium,30.0
53234000,"Cookie, peanut butter",5504,Cookies and brownies,4,1 large,45.0
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies,2,1 small,20.0
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies,3,1 medium,30.0
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies,4,1 large,45.0
53234100,"Cookie, peanut butter, with chocolate",5504,Cookies and brownies,5,1 Nutter Butter,18.0
53234250,"Cookie, peanut butter with rice cereal, no bake",5504,Cookies and brownies,4,1 small bar,25.0
53234250,"Cookie, peanut butter with rice cereal, no bake",5504,Cookies and brownies,5,1 medium bar,38.0
53234250,"Cookie, peanut butter with rice cereal, no bake",5504,Cookies and brownies,6,1 large bar,56.0
53235000,"Cookie, peanut butter sandwich",5504,Cookies and brownies,6,1 sandwich,14.0
53235000,"Cookie, peanut butter sandwich",5504,Cookies and brownies,9,1 miniature/bite size,3.0
53235000,"Cookie, peanut butter sandwich",5504,Cookies and brownies,10,1 Girl Scout cookie,11.6
53235000,"Cookie, peanut butter sandwich",5504,Cookies and brownies,11,1 large sandwich,36.0
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,1,1 miniature/bite size,7.0
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,2,1 small,28.0
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,3,1 medium,42.0
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,4,1 large,63.0
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,5,1 Lance Wafer,8.3
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,6,1 Girl Scout cookie,13.0
53235500,"Cookie, with peanut butter filling, chocolate-coated",5504,Cookies and brownies,7,1 Little Debbie Nutty Bar,28.0
53235600,"Cookie, Pfeffernusse",5504,Cookies and brownies,3,1 cookie,13.0
53236000,"Cookie, Pizzelle",5504,Cookies and brownies,1,1 wafer or rosette,13.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,1,1 mini or bite size cookie,5.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,2,1 small cookie,20.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,3,1 medium cookie,30.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,4,1 large cookie,45.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,5,1 small bar,25.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,6,1 medium bar,38.0
53236100,"Cookie, pumpkin",5504,Cookies and brownies,9,1 large bar,56.0
53237000,"Cookie, raisin",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53237000,"Cookie, raisin",5504,Cookies and brownies,2,1 small,20.0
53237000,"Cookie, raisin",5504,Cookies and brownies,3,1 medium,30.0
53237000,"Cookie, raisin",5504,Cookies and brownies,4,1 large,45.0
53237010,"Cookie, raisin sandwich, cream-filled",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53237010,"Cookie, raisin sandwich, cream-filled",5504,Cookies and brownies,2,1 sandwich,14.0
53237010,"Cookie, raisin sandwich, cream-filled",5504,Cookies and brownies,3,1 large sandwich,36.0
53237500,"Cookie, rum ball, no bake",5504,Cookies and brownies,1,1 ball,11.0
53238000,"Cookie, sandwich-type, not chocolate or vanilla",5504,Cookies and brownies,1,1 miniature/bite size,3.0
53238000,"Cookie, sandwich-type, not chocolate or vanilla",5504,Cookies and brownies,2,1 sandwich,14.0
53238000,"Cookie, sandwich-type, not chocolate or vanilla",5504,Cookies and brownies,3,1 large sandwich,36.0
53238000,"Cookie, sandwich-type, not chocolate or vanilla",5504,Cookies and brownies,4,1 Girl Scout Lemon Chalet Creme,13.0
53239000,"Cookie, shortbread",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53239000,"Cookie, shortbread",5504,Cookies and brownies,2,1 small,20.0
53239000,"Cookie, shortbread",5504,Cookies and brownies,3,1 medium,30.0
53239000,"Cookie, shortbread",5504,Cookies and brownies,4,1 large,45.0
53239000,"Cookie, shortbread",5504,Cookies and brownies,5,1 Girl Scout cookie,6.3
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,1,1 miniature/bite size,5.0
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,2,1 small,20.0
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,3,1 medium,30.0
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,4,1 large,45.0
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,5,1 Pecan Sandie,15.0
53239010,"Cookie, shortbread, reduced fat",5504,Cookies and brownies,6,1 100 calorie package,21.0
