Food code,Main food description,WWEIA Category number,WWEIA Category description,Seq num,Portion description,Portion weight (g)
32130710,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",2502,Eggs and omelets,1,1 egg,85.0
32130710,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32130800,"Egg omelet or scrambled egg, with meat and tomatoes, fat added",2502,Eggs and omelets,1,1 egg,95.0
32130800,"Egg omelet or scrambled egg, with meat and tomatoes, fat added",2502,Eggs and omelets,2,1 cup,135.0
32130810,"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",2502,Eggs and omelets,1,1 egg,90.0
32130810,"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32130820,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",2502,Eggs and omelets,1,1 egg,95.0
32130820,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32130830,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",2502,Eggs and omelets,1,1 egg,95.0
32130830,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",2502,Eggs and omelets,2,1 cup,135.0
32130840,"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",2502,Eggs and omelets,1,1 egg,90.0
32130840,"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32130850,"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",2502,Eggs and omelets,1,1 egg,95.0
32130850,"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32130860,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,1,1 egg,95.0
32130860,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,2,1 cup,135.0
32130870,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,1,1 egg,90.0
32130870,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32130880,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,1,1 egg,95.0
32130880,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32130890,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added",2502,Eggs and omelets,1,1 egg,95.0
32130890,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added",2502,Eggs and omelets,2,1 cup,135.0
32130900,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",2502,Eggs and omelets,1,1 egg,90.0
32130900,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32130910,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat",2502,Eggs and omelets,1,1 egg,95.0
32130910,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32131000,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",2502,Eggs and omelets,1,1 egg,105.0
32131000,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",2502,Eggs and omelets,2,1 cup,135.0
32131010,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",2502,Eggs and omelets,1,1 egg,100.0
32131010,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32131020,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",2502,Eggs and omelets,1,1 egg,105.0
32131020,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32131030,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added",2502,Eggs and omelets,1,1 egg,105.0
32131030,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added",2502,Eggs and omelets,2,1 cup,135.0
32131040,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",2502,Eggs and omelets,1,1 egg,100.0
32131040,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32131050,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,1,1 egg,105.0
32131050,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32131060,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,1,1 egg,105.0
32131060,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,2,1 cup,135.0
32131070,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,1,1 egg,100.0
32131070,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32131080,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,1,1 egg,105.0
32131080,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32131090,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",2502,Eggs and omelets,1,1 egg,105.0
32131090,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",2502,Eggs and omelets,2,1 cup,135.0
32131100,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",2502,Eggs and omelets,1,1 egg,100.0
32131100,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32131110,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",2502,Eggs and omelets,1,1 egg,105.0
32131110,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32131200,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",2502,Eggs and omelets,1,1 egg,75.0
32131200,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",2502,Eggs and omelets,2,1 cup,135.0
32131210,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",2502,Eggs and omelets,1,1 egg,70.0
32131210,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",2502,Eggs and omelets,2,1 cup,135.0
32131220,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",2502,Eggs and omelets,1,1 egg,75.0
32131220,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",2502,Eggs and omelets,2,1 cup,135.0
32203010,Egg salad sandwich on white,3706,Egg/breakfast sandwiches,1,1 regular,180.0
32203010,Egg salad sandwich on white,3706,Egg/breakfast sandwiches,2,1 large,270.0
32203010,Egg salad sandwich on white,3706,Egg/breakfast sandwiches,3,"1 regular or 6"" submarine",270.0
32203010,Egg salad sandwich on white,3706,Egg/breakfast sandwiches,4,1 miniature/slider,90.0
32203020,Egg salad sandwich on wheat,3706,Egg/breakfast sandwiches,1,1 regular,180.0
32203020,Egg salad sandwich on wheat,3706,Egg/breakfast sandwiches,2,1 large,270.0
32203020,Egg salad sandwich on wheat,3706,Egg/breakfast sandwiches,3,"1 regular or 6"" submarine",270.0
32203020,Egg salad sandwich on wheat,3706,Egg/breakfast sandwiches,4,1 miniature/slider,90.0
32300100,Egg drop soup,3802,Soups,1,1 cup,244.0
