Food code,Food group,Food code description,Energy (kcal)*,Water (g),Protein (g),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),Hydroxyproline (g),Total lipid (Fat) (g),"Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),13:0 (g),14:0 (g),15:0 (g),16:0 (g),17:0 (g),18:0 (g),20:0 (g),22:0 (g),24:0 (g),"Fatty acids, total monounsaturated (g)",14:1 (g),15:1 (g),16:1 undifferentiated (g),16:1 c (g),16:1 t (g),17:1 (g),18:1 undifferentiated (g),18:1 c (g),18:1 t (g),18:1-11 t (18:1t n-7) (g),20:1 (g),22:1 undifferentiated (g),22:1 c (g),22:1 t (g),24:1 c (g),"Fatty acids, total polyunsaturated (g)",18:2 undifferentiated (g),"C 18:2, cis, n-6 (Linoleic Acid) (g)",18:2 CLAs (g),"18:2 t,t (g)",18:2 i (g),18:2 t not further defined (g),18:3 undifferentiated (g),"C 18:3, cis, n-3 (Alpha-Linolenic Acid) (g)","18:3 n-6 c,c,c (g)",18:3i (g),18:4 (g),"20:2 n-6 c,c (g)",20:3 undifferentiated (g),20:3 n-3 (g),20:3 n-6 (g),20:4 undifferentiated (g),20:4 n-6 (g),20:5 n-3 (EPA) (g),21:5 (g),22:4 (g),22:5 n-3 (DPA) (g),22:6 n-3 (DHA) (g),"Fatty acids, total trans (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",Cholesterol (mg),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),Carbohydrate (g),"Fibre, total dietary (g)","Sugars, total (g)","Sugars, added (g)",Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Ash (g),Ca (mg),Fe (mg),Mg (mg),P (mg),K (mg),Na (mg),Zn (mg),Cu (mg),Mn (mg),Se (mcg),F (mcg),Phytic acid (mg),Vit A (mg),Vit A-RAE (mcg),Vit A-RE (mcg),Lycopene (mcg),Lutein + zeaxanthin (mcg),Retinol (mcg),Beta-carotene equivalents (mcg),"Carotene, alpha (mcg)","Cryptoxanthin, beta (mcg)",Vit D (D2 +D3) (mcg),Vit D2 (ergocalciferol) (mcg),Vit D3 (cholecalciferol) (mcg),Vit E (mg),"Vit E, added (mg)","Tocopherol, alpha (mg)","Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Niacin equivalents (mg),Pantothenic acid (mg),Vit B6 (mg),"Folate, total (mcg)",Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)","Choline, total (mg)",Betaine (mg),Vit B12 (mcg),"Vit B12, added (mcg)",Vit C (mg),Vit K (phylloquinone) (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Alcohol, ethyl (g)",Caffeine (mg),Theobromine (mg)
4093,Vegetables and vegetable products,"Squash, butternut, peeled, flesh, steamed (without salt)",48,85.7,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.8,2.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9,19,0.9,16,21,317,7,0.2,n/a,n/a,1,n/a,n/a,n/a,162,324,n/a,n/a,0,1940,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.06,0.06,0.9,n/a,n/a,n/a,n/a,n/a,21,21,n/a,n/a,0,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a
4094,Vegetables and vegetable products,"Squash, butternut, peeled, flesh, baked (without salt)",51,85.1,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.2,2.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,21,1.2,19,23,390,9,0.23,n/a,n/a,1,n/a,n/a,n/a,169,339,n/a,n/a,0,2030,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.06,1.1,n/a,n/a,n/a,n/a,n/a,26,26,n/a,n/a,0,n/a,8,n/a,n/a,n/a,n/a,n/a,n/a
4095,Vegetables and vegetable products,"Stinging nettle, leaves, boiled, drained (without salt)",56,81.1,5.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.4,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.7,604,5.2,76,105,250,26,0.49,n/a,n/a,2,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.19,0.7,n/a,n/a,n/a,n/a,n/a,218,218,n/a,n/a,0,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a
4096,Vegetables and vegetable products,"Stinging nettle, leaves, steamed (without salt)",51,82.8,4.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.8,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.3,552,5,104,101,387,27,0.54,n/a,n/a,2,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03,0.24,0.7,n/a,n/a,n/a,n/a,n/a,238,238,n/a,n/a,0,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a
4097,Vegetables and vegetable products,"Tomato, green, boiled, drained (without salt)",29,91.3,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.2,2.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,10,0.4,10,26,144,13,0.15,n/a,n/a,10,n/a,n/a,n/a,3,6,n/a,n/a,0,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.04,0.4,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,0,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a
4098,Vegetables and vegetable products,"Tomato, red, ripe, boiled, drained (without salt)",28,91.8,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.2,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,10,0.8,7,28,81,20,0.35,n/a,n/a,0,n/a,n/a,n/a,30,61,n/a,n/a,0,365,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,0.04,0.5,n/a,n/a,n/a,n/a,n/a,16,16,n/a,n/a,0,n/a,21,n/a,n/a,n/a,n/a,n/a,n/a
4099,Vegetables and vegetable products,"Vine (African) spinach, picked leaves, boiled, drained (without salt)",30,89.9,3.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,3.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7,267,8.6,25,53,234,6,0.36,n/a,n/a,0,n/a,n/a,n/a,175,349,n/a,n/a,0,2100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,0.14,0.6,n/a,n/a,n/a,n/a,n/a,38,38,n/a,n/a,0,n/a,34,n/a,n/a,n/a,n/a,n/a,n/a
5001,Fruits and fruit products,"Apple, green skin, unpeeled, raw",55,85,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.2,2.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,6,0.4,4,10,99,2,0.07,n/a,n/a,1,n/a,n/a,n/a,1,2,n/a,n/a,0,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.025,0.01,0.1,n/a,n/a,n/a,n/a,n/a,0,0,n/a,n/a,0,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a
5002,Fruits and fruit products,"Apple, red, unpeeled, raw",57,84.6,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.4,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.25,6,0.3,4,9,100,1,0.07,n/a,n/a,1,n/a,n/a,n/a,1,2,n/a,n/a,0,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.01,0.13,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,0,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a
5003,Fruits and fruit products,"Avocado, ripe, raw",185,74,1.6,0.0164,0.065,0.065,0.085,0.08,0.0262,0.025,0.067,0.0417,0.085,0.06,0.0376,0.075,0.155,0.15,0.085,0.07,0.085,n/a,19.6,18.7376,n/a,n/a,n/a,n/a,n/a,n/a,0.0112,n/a,3.0458,n/a,0.1668,0.0187,0.0094,0.015,13.5332,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.914,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0094,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9,19,1,25,41,281,7,0.39,n/a,n/a,0,n/a,n/a,n/a,2,5,n/a,n/a,0,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.15,1.8,n/a,n/a,n/a,n/a,n/a,67,67,n/a,n/a,0,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a
5004,Fruits and fruit products,"Banana, cavendish, raw",95,74.4,1.08,0.0123,0.0352,0.0344,0.085,0.05,0.0115,0.0172,0.055,0.0246,0.075,0.0483,0.0835,0.0401,0.13,0.115,0.0385,0.041,0.0483,n/a,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.6,2.75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9,10,0.3,26,37,187,0,0.36,n/a,n/a,0,n/a,n/a,n/a,5,9,n/a,n/a,0,56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.05,0.05,0.35,n/a,n/a,n/a,n/a,n/a,22,22,n/a,n/a,0,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a
5005,Fruits and fruit products,"Baobab fruit, powderly part, dry, raw",315,13.1,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.2,6.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.2,283,5,108,56,1613,56,0.88,n/a,n/a,24,n/a,n/a,n/a,0,0,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,0.2,1.5,n/a,n/a,n/a,n/a,n/a,50,50,n/a,n/a,0,n/a,13.7,n/a,n/a,n/a,n/a,n/a,n/a
5006,Fruits and fruit products,"Custard apple, peeled, raw",92,75,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,5.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,28,0.4,38,22,278,3,0,n/a,n/a,0,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.13,0.7,n/a,n/a,n/a,n/a,n/a,37,37,n/a,n/a,0,n/a,22,n/a,n/a,n/a,n/a,n/a,n/a
5007,Fruits and fruit products,"Date, dried",305,17.2,2.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68.7,9.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9,82,2.6,50,72,730,14,0.6,n/a,n/a,3,n/a,n/a,n/a,2,4,n/a,n/a,0,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03,0.13,1.4,n/a,n/a,n/a,n/a,n/a,19,19,n/a,n/a,0,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a
5008,Fruits and fruit products,"Date, raw",152,60.2,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.3,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,34,0.3,24,28,410,7,0.2,n/a,n/a,1,n/a,n/a,n/a,2,3,n/a,n/a,0,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.06,0.07,0.7,n/a,n/a,n/a,n/a,n/a,25,25,n/a,n/a,0,n/a,22,n/a,n/a,n/a,n/a,n/a,n/a
5009,Fruits and fruit products,"Doumpalm fruit, raw",280,17.6,2.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58.3,14.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.9,73,18,53,45,862,0.47,3.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.05,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
5010,Fruits and fruit products,"Grapes, green, raw",71,80.7,0.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,14,0.3,7.1,24,171,3,0.1,n/a,n/a,0,n/a,n/a,n/a,2,5,n/a,n/a,0,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03,0.03,0.2,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,0,n/a,14,n/a,n/a,n/a,n/a,n/a,n/a
5011,Fruits and fruit products,"Guava, pink-fleshed, raw",48,80.7,1.1,0.0084,0.0409,0.0427,0.07,0.0299,0.0097,0.0111,0.0168,0.0285,0.0525,0.0359,0.02,0.06,0.135,0.235,0.1,0.0615,0.06,n/a,1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9,15.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,20,0.4,18,31,334,1,0.26,n/a,n/a,n/a,n/a,n/a,n/a,22,45,n/a,n/a,0,267,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.06,0.05,0.6,n/a,n/a,n/a,n/a,n/a,16,16,n/a,n/a,0,n/a,222,n/a,n/a,n/a,n/a,n/a,n/a
5012,Fruits and fruit products,"Jackfruit, fruit, yellow-fleshed, peeled, raw",95,73.2,1.4,0.0087,0.0614,0.0493,0.0954,0.0469,0.0076,0.0071,0.0634,0.085,0.0731,0.0454,0.023,0.0869,0.3707,0.1304,0.0762,0.085,0.0761,n/a,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.5,2.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9,35,0,32,23,279,2,0.76,n/a,n/a,0,n/a,n/a,n/a,7,15,n/a,n/a,0,90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.13,0.7,n/a,n/a,n/a,n/a,n/a,19,19,n/a,n/a,0,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a
5013,Fruits and fruit products,"Lemon, juice, home squeezed",47,87,0.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.5,2.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.25,20,0.3,12,10,120,2,0,n/a,n/a,0,n/a,n/a,n/a,1,2,n/a,n/a,0,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.01,0.2,n/a,n/a,n/a,n/a,n/a,11,11,n/a,n/a,0,n/a,44,n/a,n/a,n/a,n/a,n/a,n/a
