Food code,Food group,Food code description,Energy (kcal)*,Water (g),Protein (g),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),Hydroxyproline (g),Total lipid (Fat) (g),"Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),13:0 (g),14:0 (g),15:0 (g),16:0 (g),17:0 (g),18:0 (g),20:0 (g),22:0 (g),24:0 (g),"Fatty acids, total monounsaturated (g)",14:1 (g),15:1 (g),16:1 undifferentiated (g),16:1 c (g),16:1 t (g),17:1 (g),18:1 undifferentiated (g),18:1 c (g),18:1 t (g),18:1-11 t (18:1t n-7) (g),20:1 (g),22:1 undifferentiated (g),22:1 c (g),22:1 t (g),24:1 c (g),"Fatty acids, total polyunsaturated (g)",18:2 undifferentiated (g),"C 18:2, cis, n-6 (Linoleic Acid) (g)",18:2 CLAs (g),"18:2 t,t (g)",18:2 i (g),18:2 t not further defined (g),18:3 undifferentiated (g),"C 18:3, cis, n-3 (Alpha-Linolenic Acid) (g)","18:3 n-6 c,c,c (g)",18:3i (g),18:4 (g),"20:2 n-6 c,c (g)",20:3 undifferentiated (g),20:3 n-3 (g),20:3 n-6 (g),20:4 undifferentiated (g),20:4 n-6 (g),20:5 n-3 (EPA) (g),21:5 (g),22:4 (g),22:5 n-3 (DPA) (g),22:6 n-3 (DHA) (g),"Fatty acids, total trans (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)",Cholesterol (mg),Phytosterols (mg),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),Carbohydrate (g),"Fibre, total dietary (g)","Sugars, total (g)","Sugars, added (g)",Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Ash (g),Ca (mg),Fe (mg),Mg (mg),P (mg),K (mg),Na (mg),Zn (mg),Cu (mg),Mn (mg),Se (mcg),F (mcg),Phytic acid (mg),Vit A (mg),Vit A-RAE (mcg),Vit A-RE (mcg),Lycopene (mcg),Lutein + zeaxanthin (mcg),Retinol (mcg),Beta-carotene equivalents (mcg),"Carotene, alpha (mcg)","Cryptoxanthin, beta (mcg)",Vit D (D2 +D3) (mcg),Vit D2 (ergocalciferol) (mcg),Vit D3 (cholecalciferol) (mcg),Vit E (mg),"Vit E, added (mg)","Tocopherol, alpha (mg)","Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Niacin equivalents (mg),Pantothenic acid (mg),Vit B6 (mg),"Folate, total (mcg)",Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)","Choline, total (mg)",Betaine (mg),Vit B12 (mcg),"Vit B12, added (mcg)",Vit C (mg),Vit K (phylloquinone) (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Alcohol, ethyl (g)",Caffeine (mg),Theobromine (mg)
1037,Cereals and cereal products,"Sorghum, Grain, Red, Dried, Raw",336,11.6,9.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.9,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8,10,3,150,296,387,6,1.97,n/a,n/a,21,n/a,n/a,n/a,0,1,n/a,n/a,0,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.24,0.11,3.3,n/a,n/a,n/a,n/a,n/a,64,64,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1038,Cereals and cereal products,"Sorghum, Grain, Red, Flour",336,11.6,9.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.9,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8,10,3,150,296,387,6,1.97,n/a,n/a,12,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.24,0.11,3.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1039,Cereals and cereal products,"Sorghum, grain, white, dry, raw",341,11.8,10.8,0.08,0.45,0.555,1.52,0.375,0.173,0.1557,0.575,0.3114,0.67,0.495,0.33,1.2,0.59,2.53,0.235,1.06,0.455,n/a,3.5,3.01,n/a,n/a,0.0069,n/a,n/a,n/a,n/a,n/a,0.4866,n/a,0.0608,0.0083,n/a,0.0066,1.2031,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2941,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.0062,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.5,11.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,18,6.4,101,356,233,6,1.69,n/a,n/a,21,n/a,n/a,n/a,1,3,n/a,n/a,0,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.24,0.11,3.3,n/a,n/a,n/a,n/a,n/a,64,64,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1040,Cereals and cereal products,"Sorghum, grain, white, flour",341,11.8,10.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.5,11.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,18,6.4,101,356,280,4,1.69,n/a,n/a,26,n/a,n/a,n/a,1,1,n/a,n/a,0,8.29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.24,0.11,3.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1041,Cereals and cereal products,"Teff, raw",351,8.8,13.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.1,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.4,180,7.6,184,429,427,12,3.63,n/a,n/a,4,n/a,n/a,n/a,0,1,n/a,n/a,0,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39,0.27,3.4,n/a,n/a,n/a,n/a,n/a,166,166,n/a,n/a,0,n/a,3,n/a,n/a,n/a,n/a,n/a,n/a
1042,Cereals and cereal products,Wheat Flour-Atta,334,11.7,11.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,62.4,11.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4,34,3.8,117,283,331,2,2.33,n/a,n/a,39,n/a,n/a,n/a,0,0,n/a,n/a,0,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5,0.14,3.5,n/a,n/a,n/a,n/a,n/a,0,80,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1043,Cereals and cereal products,"Wheat Flour (refined/fortified/sifted packaged), raw",349,12.2,11.2,0.1,0.27,0.37,0.71,0.39,0.11,0.15,0.61,0.33,0.46,0.35,0.22,0.31,0.47,3.65,0.3,1.22,0.35,n/a,1.6,1.072,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.1901,n/a,0.018,n/a,n/a,n/a,0.1899,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6622,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70.7,3.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7,35,5.6,31,183,129,2,0.87,n/a,n/a,0,n/a,n/a,n/a,93,93,n/a,n/a,93,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.91,0.57,5.9,n/a,n/a,n/a,n/a,n/a,42,577,n/a,n/a,0.7,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1044,Cereals and cereal products,"Wheat, whole, flour, raw",328,12.5,11.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7,39,4,125,315,366,3,3,n/a,n/a,48,n/a,n/a,n/a,0,1,n/a,n/a,0,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.43,0.14,2.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1045,Cereals and cereal products,"Wheat, whole, grain, dry, raw",328,12.5,11.6,0.115,0.42,0.53,0.985,0.455,0.203,n/a,0.59,0.41,0.585,0.66,0.345,0.475,0.48,3.9,0.5,1.4,0.54,n/a,2.5,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3188,n/a,0.0262,n/a,n/a,n/a,0.3669,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0681,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.8,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7,39,4.9,122,205,358,2,3,n/a,n/a,47,n/a,n/a,n/a,0,1,n/a,n/a,0,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39,0.13,2.7,n/a,n/a,n/a,n/a,n/a,57,57,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1046,Cereals and cereal products,"Amaranth, whole grain, dry, stewed (without salt)",121,69.8,4.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.9,2.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,56,3.2,91,133,139,3,0.85,n/a,n/a,7,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.07,0.2,n/a,n/a,n/a,n/a,n/a,22,22,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1047,Cereals and cereal products,"Maize, grain, white variety, whole, dry, boiled, drained (without salt)",111,72.1,2.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.5,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,9,0.8,25,112,59,5,0.58,n/a,n/a,3,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,0.02,0.5,n/a,n/a,n/a,n/a,n/a,16,16,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1048,Cereals and cereal products,"Maize, grain, white variety, whole, dry, stewed (without salt)",111,72.1,2.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.5,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,9,0.8,25,118,73,6,0.61,n/a,n/a,3,n/a,n/a,n/a,0,0,n/a,n/a,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.06,0.03,0.6,n/a,n/a,n/a,n/a,n/a,18,18,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1049,Cereals and cereal products,"Maize, grain, yellow variety, whole, dry, boiled, drained (without salt)",110,71.8,2.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.2,3.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4,4,1.3,34,66,90,4,0.7,n/a,n/a,3,n/a,n/a,n/a,6,12,n/a,n/a,0,70,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.08,0.03,0.5,n/a,n/a,n/a,n/a,n/a,7,7,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1050,Cereals and cereal products,"Maize, grain, yellow variety, whole, dry, stewed, drained (without salt)",79,79.6,1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.5,2.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3,3,0.9,25,50,81,4,0.53,n/a,n/a,2,n/a,n/a,n/a,4,9,n/a,n/a,0,53,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.09,0.03,0.5,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1051,Cereals and cereal products,"Green maize, white, whole, grain, fresh, boiled, drained (without salt)",146,58,3.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,17,1.1,36,167,141,6,1.73,n/a,n/a,5,n/a,n/a,n/a,7,14,n/a,n/a,0,82,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.08,0.07,1.1,n/a,n/a,n/a,n/a,n/a,51,51,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
1052,Cereals and cereal products,"Green Maize, white, whole, grain, fresh, stewed (without salt)",203,41.7,5.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.8,20.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,23,1.6,50,245,244,10,2.53,n/a,n/a,7,n/a,n/a,n/a,10,20,n/a,n/a,0,121,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.17,0.13,1.9,n/a,n/a,n/a,n/a,n/a,81,81,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
1053,Cereals and cereal products,"Millet, bulrush, whole, grain, dry, boiled, drained (without salt)",148,62.9,4.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,3.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,15,2.6,36,169,97,3,1.64,n/a,n/a,11,n/a,n/a,n/a,1,2,n/a,n/a,0,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.06,0.05,0.5,n/a,n/a,n/a,n/a,n/a,47,47,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
1054,Cereals and cereal products,"Millet, bulrush, whole, grain, dry, stewed, drained (without salt)",148,62.9,4.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26,3.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,15,2.6,36,178,122,3,1.73,n/a,n/a,11,n/a,n/a,n/a,1,2,n/a,n/a,0,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.08,0.07,0.6,n/a,n/a,n/a,n/a,n/a,54,54,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a
1055,Cereals and cereal products,"Sorghum, whole, grain white, dry, boiled, drained (without salt)",142,63.2,4.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.2,4.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,9,2.7,43,141,78,4,0.67,n/a,n/a,9,n/a,n/a,n/a,1,1,n/a,n/a,0,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.05,0.04,1,n/a,n/a,n/a,n/a,n/a,19,19,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
1056,Cereals and cereal products,"Sorghum, whole, grain white, dry, stewed, drained (without salt)",142,63.2,4.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.2,4.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6,9,2.7,43,148,97,4,0.7,n/a,n/a,9,n/a,n/a,n/a,1,1,n/a,n/a,0,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.08,0.05,1.3,n/a,n/a,n/a,n/a,n/a,21,21,n/a,n/a,0,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a
